Keyword Stats 2026-05-17 at 12_07_35
"April 1, 2025 - March 31, 2026"
Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026
google calendar integrate calendar	RON	50	0%	0%	Low	2																			
google calendar is not syncing	RON	500	0%	-90%	Low	0																			
google calendar is not syncing with outlook	RON	500	0%	0%	Low	1																			
google calendar merge	RON	500	0%	0%	Low	6	1.16	22.50																	
google calendar merge accounts	RON	50	0%	0%	Low	6																			
google calendar microsoft	RON	50	0%	0%	Low	11																			
google calendar microsoft exchange	RON	50	-100%	-100%	Unknown																				
google calendar microsoft outlook	RON	50	0%	0%	Low	2																			
google calendar mobile not syncing	RON	50	0%	0%	Low	0																			
google calendar mobile sync	RON	50	0%	0%	Low	1																			
google calendar multiple calendars	RON	500	0%	0%	Low	1																			
google calendar not syncing in outlook	RON	50	0%	0%	Low	7																			
google calendar not syncing to outlook	RON	500	0%	0%	Low	1																			
google calendar not syncing with desktop	RON	50	0%	0%	Low	0																			
google calendar not syncing with gmail	RON	50	0%	0%	Low	0																			
google calendar not syncing with other users	RON	50	0%	0%	Low	0																			
google calendar not syncing with outlook mac	RON	50	0%	0%	Low	0																			
google calendar not syncing with phone	RON	500	0%	0%	Low	0																			
google calendar not updating from outlook	RON	50	0%	0%	Low	2																			
google calendar office 365	RON	50	0%	0%	Low	1																			
google calendar office 365 integration	RON	50	0%	0%	Low	0																			
google calendar office 365 sync	RON	50	0%	-90%	Low	18	12.89	105.67																	
google calendar on phone not syncing with computer	RON	50	0%	-90%	Low	0																			
google calendar on windows	RON	500	0%	0%	Low	0																			
google calendar outlook 365	RON	50	0%	0%	Low	4																			
google calendar outlook mac	RON	50	0%	0%	Low	5																			
google calendar outlook not updating	RON	50	-100%	0%	Unknown																				
google calendar pc sync	RON	50	0%	0%	Low	0																			
google calendar phone not syncing	RON	50	0%	0%	Low	0																			
google calendar plugin for outlook	RON	50	0%	0%	Low	8																			
google calendar show outlook	RON	50	-100%	-100%	Unknown																				
google calendar stopped syncing	RON	500	0%	-90%	Low	0																			
google calendar subscribe to outlook calendar	RON	50	0%	0%	Low	1																			
google calendar sync 2 accounts	RON	50	-100%	-100%	Unknown																				
google calendar sync calendars	RON	5000	0%	0%	Low	4	5.00	24.64																	
google calendar sync mac	RON	500	0%	0%	Low	1																			
google calendar sync microsoft outlook	RON	50	0%	0%	Low	15																			
google calendar sync office 365	RON	50	0%	-90%	Low	18	12.89	105.67																	
google calendar sync other calendars	RON	50	0%	0%	Low	2																			
google calendar sync outlook 365	RON	500	-90%	-90%	Low	15	5.12	15.77																	
google calendar sync settings	RON	500	-90%	-90%	Low	0																			
google calendar sync time	RON	50	0%	0%	Low	0																			
google calendar sync with others	RON	50	0%	0%	Low	2																			
google calendar sync with outlook 365	RON	500	-90%	-90%	Low	15	5.12	15.77																	
google calendar sync with phone	RON	500	0%	0%	Low	2																			
google calendar synch	RON	50	0%	0%	Low	1																			
google calendar to microsoft calendar	RON	50	0%	0%	Low	0																			
google calendar to outlook calendar	RON	500	0%	0%	Low	1	4.86	22.56																	
google calendar with multiple accounts	RON	50	0%	0%	Low	0																			
google calendars not syncing	RON	500	0%	-90%	Low	0																			
google connector for outlook	RON	50	0%	0%	Low	0																			
google contacts in outlook	RON	50	0%	-90%	Low	7																			
google contacts in outlook 365	RON	50	0%	0%	Low	14																			
google contacts sync outlook 365	RON	0	0%	0%	Unknown																				
google contacts synchronization	RON	50	0%	0%	Low	0																			
google email sync	RON	50	0%	0%	Low	2																			
google g suite outlook sync	RON	500	0%	0%	Low	0																			
google g sync	RON	50	0%	0%	Low	0																			
google g sync outlook	RON	50	0%	0%	Low	0																			
google gmail outlook sync	RON	50	0%	0%	Low	4																			
google gmail sync	RON	50	0%	0%	Low	2																			
google gsuite sync	RON	50	0%	0%	Low	0																			
google import outlook calendar	RON	50	-100%	-100%	Unknown																				
google mail not syncing with outlook	RON	50	0%	0%	Low	0																			
google mail outlook sync	RON	50	0%	0%	Low	4																			
google mail sync	RON	50	0%	0%	Low	2																			
google merge calendars	RON	50	0%	0%	Low	1																			
google mobile calendar sync	RON	50	0%	0%	Low	0																			
google multiple calendars	RON	50	0%	0%	Low	29																			
google outlook plugin	RON	50	0%	0%	Low	0																			
google outlook sync tool	RON	500	0%	0%	Low	1																			
google suite outlook	RON	50	0%	0%	Low	0																			
google sync app for outlook	RON	50	0%	0%	Low	4																			
google sync for microsoft outlook	RON	50	0%	0%	Low	3																			
google sync for outlook mac	RON	50	0%	0%	Low	0																			
google sync my contacts	RON	50	0%	0%	Low	17	4.06	8.52																	
google sync my phone	RON	50	0%	0%	Low	0																			
google sync phone	RON	50	0%	0%	Low	2																			
google sync phone contacts	RON	50	0%	0%	Low	4																			
google sync tool	RON	50	0%	0%	Low	1																			
google synch for outlook	RON	50	0%	0%	Low	0																			
google synchronise	RON	5000	0%	0%	Low	1	5.62	15.30																	
google syncing	RON	5000	0%	0%	Low	1	5.62	15.30																	
google task outlook	RON	50	∞	∞	Low	0																			
google task sync	RON	50	0%	0%	Low	0																			
google what is sync	RON	50	0%	0%	Low	0																			
google workspace sync for microsoft outlook download	RON	50	0%	0%	Low	4																			
google workspace sync for microsoft outlook mac	RON	50	0%	0%	Low	1																			
google workspace sync not working	RON	50	0%	0%	Low	0																			
gsuite for outlook	RON	50	0%	0%	Low	3																			
gsuite sync	RON	500	0%	-90%	Low	0																			
hybrid and native app	RON	50	900%	0%	Low	1																			
hybrid and native app difference	RON	500	0%	900%	Low	0																			
hybrid app and native app difference	RON	50	-100%	-100%	Unknown																				
hybrid app development services	RON	500	0%	0%	Low	1																			
hybrid native	RON	50	0%	0%	Low	0																			
hybrid native app	RON	50	900%	0%	Low	1																			
import a google calendar into outlook	RON	50	0%	0%	Low	4																			
import calendar from gmail to outlook	RON	50	0%	0%	Low	4																			
import calendar from google to outlook	RON	50	0%	0%	Low	1																			
import contact from outlook to gmail	RON	500	0%	0%	Low	3																			
import contacts from google to outlook	RON	500	0%	0%	Low	4																			
import events from outlook to google calendar	RON	50	0%	0%	Low	0																			
import exchange calendar to google	RON	50	0%	0%	Low	5																			
import gmail calendar into outlook	RON	50	0%	-90%	Low	1																			
import google calendar to microsoft calendar	RON	50	0%	0%	Low	0																			
import google calendar to office 365	RON	50	0%	0%	Low	14																			
import google calendar to outlook 365	RON	50	0%	0%	Low	11																			
import google calendar to outlook mac	RON	50	0%	0%	Low	0																			
import google calendar to teams	RON	50	0%	0%	Low	3																			
import google contacts to outlook 365	RON	50	0%	0%	Low	9																			
import office 365 calendar to google	RON	50	0%	0%	Low	2																			
import outlook calendar into google	RON	500	0%	0%	Low	3	3.97	28.23																	
import outlook contacts to google	RON	50	0%	0%	Low	1																			
import shared google calendar to outlook	RON	50	0%	0%	Low	0																			
import tasks to google calendar	RON	50	0%	0%	Low	2																			
import work calendar to google calendar	RON	50	0%	0%	Low	0																			
importing outlook calendar to google	RON	500	0%	0%	Low	3	3.97	28.23																	
insource and outsource	RON	50	0%	0%	Low	11																			
insourcing outsourcing	RON	50	0%	-90%	Low	3																			
integrate google calendar in outlook	RON	50	0%	0%	Low	7																			
integrate google calendar into outlook	RON	50	0%	0%	Low	7																			
integrate google calendar to outlook	RON	50	0%	0%	Low	5																			
integrate office 365 calendar with google calendar	RON	50	-100%	-100%	Unknown																				
integrate with outlook calendar	RON	50	0%	-90%	Low	6	14.34	34.19																	
internet of things programming language	RON	50	0%	-90%	Low	1																			
ios app development trends	RON	50	0%	0%	Low	0																			
iot coding language	RON	50	0%	-90%	Low	1																			
iot languages used	RON	0	0%	-100%	Unknown																				
iot programmer	RON	50	0%	0%	Low	15																			
iot programming software	RON	50	0%	-100%	Unknown																				
iot uses which language	RON	0	0%	0%	Unknown																				
iot which programming language	RON	50	0%	-100%	Unknown																				
ipad development services	RON	50	0%	0%	Low	0																			
iphone apps development services	RON	500	0%	-90%	Low	1	16.63	130.75																	
iphone development services	RON	50	0%	-90%	Low	0																			
it companies belarus	RON	50	0%	0%	Low	0																			
java outsourcing companies	RON	50	0%	0%	Low	0																			
java software outsourcing	RON	50	0%	0%	Low	0																			
language used in iot	RON	50	0%	-100%	Unknown																				
languages for iot	RON	50	0%	0%	Low	0																			
laravel and symfony	RON	50	∞	0%	Low	0																			
lightweight epub reader	RON	50	0%	0%	Low	14																			
link google contacts to outlook	RON	50	0%	0%	Low	4																			
link windows calendar to google calendar	RON	50	∞	0%	Low	0																			
mac calendar outlook sync	RON	50	0%	-90%	Low	1																			
mac calendar sync with outlook	RON	50	0%	-90%	Low	1																			
merge 2 calendars in google	RON	50	0%	0%	Low	0																			
merge calendars in google	RON	50	0%	-90%	Low	6	0.21	2.15																	
merge gmail and outlook calendars	RON	50	0%	0%	Low	22																			
merge gmail calendar with outlook	RON	50	0%	0%	Low	11																			
merge gmail calendars	RON	50	0%	0%	Low	9																			
merge google calendars from different accounts	RON	50	0%	0%	Low	13																			
merge outlook and gmail calendars	RON	50	0%	0%	Low	11																			
merge outlook calendar to google calendar	RON	50	0%	0%	Low	11																			
merge outlook calendar with google	RON	50	0%	0%	Low	8	7.57	26.53																	
merging calendars in google	RON	50	0%	0%	Low	8																			
methodology for app development	RON	50	0%	0%	Low	0																			
methodology for mobile application development	RON	50	0%	0%	Low	0																			
microsoft calendar android	RON	50	0%	0%	Low	7																			
microsoft calendar google sync	RON	50	0%	0%	Low	0																			
microsoft calendar in google calendar	RON	50	0%	0%	Low	14																			
microsoft calendar not syncing with google calendar	RON	50	0%	0%	Low	0																			
microsoft calendar on android	RON	50	0%	0%	Low	7																			
microsoft calendar sync	RON	50	0%	0%	Low	2																			
microsoft contacts android	RON	50	∞	0%	Low	7																			
microsoft contacts app android	RON	50	0%	0%	Low	7																			
microsoft exchange calendar not syncing	RON	50	0%	0%	Low	0																			
microsoft exchange calendar sync	RON	50	0%	0%	Low	0																			
microsoft exchange contacts not syncing with android	RON	50	0%	0%	Low	3																			
microsoft outlook add google calendar	RON	50	0%	0%	Low	0																			
microsoft outlook calendar not syncing with google calendar	RON	50	0%	0%	Low	1																			
microsoft outlook gmail sync	RON	50	0%	0%	Low	3																			
microsoft outlook sync	RON	50	0%	0%	Low	1																			
microsoft outlook sync calendar	RON	50	0%	0%	Low	0																			
microsoft to do google calendar integration	RON	50	0%	0%	Low	0																			
microsoft todo sync with google calendar	RON	50	0%	0%	Low	0																			
mobile app development methodology	RON	50	0%	0%	Low	0																			
mobile application architecture layers	RON	50	0%	-100%	Unknown																				
mobile application methodology	RON	50	0%	-100%	Unknown																				
mobile apps development service	RON	5000	900%	0%	Low	4	57.81	181.69																	
most popular frontend framework	RON	500	0%	0%	Low	2																			
most used frontend framework	RON	50	0%	0%	Low	4																			
most used frontend frameworks	RON	50	0%	0%	Low	2																			
multiple calendars on google calendar	RON	50	0%	0%	Low	0																			
multiple google calendars on one account	RON	50	-100%	-100%	Unknown																				
my gmail calendar is not syncing with outlook	RON	50	0%	0%	Low	0																			
my google calendar app is not syncing	RON	50	0%	0%	Low	0																			
my google calendar is not syncing	RON	500	0%	0%	Low	1																			
my google calendar is not syncing with outlook	RON	50	0%	0%	Low	2																			
my outlook calendar is not syncing	RON	500	0%	0%	Low	1																			
my outlook calendar is not syncing with my google calendar	RON	50	0%	0%	Low	1																			
my outlook is not syncing with gmail	RON	50	0%	0%	Low	4	0.13	17.03																	
native and hybrid app difference	RON	500	0%	900%	Low	0																			
native and hybrid applications	RON	50	900%	0%	Low	1																			
native app and hybrid app	RON	50	900%	0%	Low	1																			
native app and hybrid app difference	RON	50	-100%	-100%	Unknown																				
native app hybrid app	RON	50	0%	0%	Low	0																			
native app hybrid app web app	RON	50	-100%	-100%	Unknown																				
native flutter	RON	50	0%	0%	Medium	43																			
no connected calendars outlook app	RON	50	0%	0%	Low	0																			
object oriented and functional programming	RON	50	0%	0%	Low	1																			
object oriented programming and functional programming	RON	50	0%	0%	Low	0																			
object oriented programming and functional programming difference	RON	50	-100%	0%	Unknown																				
office 365 calendar android	RON	50	-100%	-100%	Unknown																				
office 365 calendar in google	RON	50	0%	0%	Low	1																			
office 365 calendar in google calendar	RON	50	-100%	-100%	Unknown																				
office 365 calendar not syncing with google calendar	RON	50	0%	0%	Low	0																			
office 365 calendar sync	RON	50	0%	0%	Low	17																			
office 365 calendar sync to google calendar	RON	50	-100%	-100%	Unknown																				
office 365 calendar sync with google calendar	RON	50	0%	-90%	Low	18	12.89	105.67																	
office 365 calendar to google calendar	RON	50	0%	-100%	Unknown																				
office 365 contacts android	RON	50	∞	0%	Low	14																			
office 365 google calendar sync	RON	50	0%	-90%	Low	18	12.89	105.67																	
office 365 sync contacts	RON	50	0%	0%	Low	8																			
office 365 sync outlook	RON	50	-100%	-100%	Unknown																				
oop and fp	RON	50	0%	0%	Low	0																			
oop and functional programming	RON	50	0%	0%	Low	0																			
oop functional programming	RON	50	0%	0%	Low	1																			
open an epub	RON	500	0%	0%	Low	4	0.77	4.36																	
open epub book	RON	50	0%	0%	Low	10																			
open epub document	RON	50	0%	0%	Low	14																			
open epub file android	RON	50	0%	0%	Low	7	0.42	3.29																	
open epub format	RON	500	0%	0%	Low	4	0.77	4.36																	
open epub in windows	RON	500	0%	0%	Low	1																			
open epub reader	RON	50	0%	0%	Low	0																			
open gmail calendar in outlook	RON	50	0%	0%	Low	0																			
open google calendar in outlook	RON	500	0%	0%	Low	3	2.28	8.78																	
open source calendar sync	RON	50	0%	0%	Low	29																			
opening epub file	RON	5000	0%	0%	Low	3	0.69	6.45																	
osticket wordpress	RON	50	0%	0%	Low	4																			
outlook 2016 not syncing with gmail	RON	50	0%	0%	Low	0																			
outlook 2019 google calendar sync	RON	0	0%	0%	Unknown																				
outlook 365 add google calendar	RON	50	0%	0%	Low	0																			
outlook 365 calendar in google calendar	RON	50	0%	-100%	Unknown																				
outlook 365 calendar not syncing	RON	50	0%	0%	Low	0																			
outlook 365 calendar not syncing with google calendar	RON	50	0%	0%	Low	0																			
outlook 365 calendar sync	RON	50	0%	0%	Low	0																			
outlook 365 gmail calendar sync	RON	50	0%	0%	Low	10																			
outlook 365 sync	RON	50	0%	0%	Low	0																			
outlook 365 sync google calendar	RON	500	-90%	-90%	Low	15	5.12	15.77																	
outlook add gmail calendar	RON	50	0%	0%	Low	0																			
outlook add in google calendar sync	RON	50	-100%	-100%	Unknown																				
outlook agenda in google calendar	RON	50	0%	-100%	Unknown																				
outlook android sync settings	RON	50	0%	0%	Low	0																			
outlook app email sync settings	RON	50	0%	0%	Low	0																			
outlook app google calendar	RON	50	-100%	-100%	Unknown																				
outlook app sync calendar	RON	50	0%	0%	Low	1																			
outlook app sync settings	RON	50	0%	0%	Low	0																			
outlook calendar add google calendar	RON	50	0%	0%	Low	0																			
outlook calendar and google calendar	RON	500	0%	0%	Low	1	4.86	22.56																	
outlook calendar and google calendar not syncing	RON	50	0%	0%	Low	10																			
outlook calendar does not sync with google calendar	RON	50	0%	0%	Low	0																			
outlook calendar google calendar	RON	500	0%	0%	Low	1	4.86	22.56																	
outlook calendar import google calendar	RON	50	∞	0%	Low	0																			
outlook calendar in google calendar android	RON	50	0%	0%	Low	0																			
outlook calendar into google calendar	RON	500	0%	0%	Low	2																			
outlook calendar is not syncing with google calendar	RON	50	0%	0%	Low	2																			
outlook calendar multiple accounts	RON	50	0%	0%	Low	0																			
outlook calendar not syncing to google calendar	RON	50	0%	0%	Low	0																			
outlook calendar not syncing with google calendar app	RON	50	0%	0%	Low	0																			
outlook calendar not syncing with office 365	RON	50	0%	0%	Low	1																			
outlook calendar on android phone	RON	50	0%	0%	Low	1																			
outlook calendar on gmail	RON	50	0%	0%	Low	0																			
outlook calendar on mobile	RON	50	0%	0%	Low	0																			
outlook calendar review	RON	50	0%	0%	Low	0																			
outlook calendar share to google calendar	RON	50	0%	0%	Low	2																			
outlook calendar to gmail calendar sync	RON	50	-100%	-100%	Unknown																				
outlook calendar to mac calendar	RON	50	0%	0%	Low	0																			
outlook calendars not syncing	RON	5000	0%	0%	Low	0																			
outlook connect google calendar	RON	50	0%	0%	Low	10																			
outlook connect to google calendar	RON	50	0%	0%	Low	8	2.49	5.46																	
outlook contact sync	RON	500	-90%	-90%	Low	0																			
outlook contacts app	RON	50	0%	0%	Low	6																			
outlook contacts app for android	RON	50	0%	0%	Low	0																			
outlook contacts in android	RON	50	0%	0%	Low	0																			
outlook contacts not syncing windows 10	RON	50	∞	0%	Low	0																			
outlook contacts on phone	RON	50	0%	0%	Low	0																			
outlook contacts sync to android	RON	500	0%	0%	Low	3	22.59	91.25																	
outlook contacts to google	RON	50	∞	0%	Low	14																			
outlook desktop calendar not syncing with office 365	RON	50	-100%	-100%	Unknown																				
outlook email sync	RON	500	0%	0%	Low	1																			
outlook for android contacts	RON	50	0%	-90%	Low	2																			
outlook for android sync settings	RON	50	0%	0%	Low	0																			
outlook for gmail free download	RON	50	0%	0%	Low	2																			
outlook for gmail sync	RON	500	0%	0%	Low	2	2.37	33.88																	
outlook g suite	RON	50	0%	0%	Low	0																			
outlook g sync	RON	50	0%	0%	Low	1																			
outlook google calendar sync app	RON	50	0%	0%	Low	3																			
outlook google calendar sync free	RON	50	0%	0%	Low	26	7.50	16.22																	
outlook google calendar sync multiple calendars	RON	50	-100%	-100%	Unknown																				
outlook google calendar sync not working	RON	50	0%	0%	Low	0																			
outlook gsuite sync	RON	50	0%	0%	Low	0																			
outlook how to add google calendar	RON	50	-100%	-100%	Unknown																				
outlook import calendar from google	RON	50	0%	0%	Low	21																			
outlook import gmail calendar	RON	50	0%	0%	Low	0																			
outlook import google contacts	RON	50	0%	0%	Low	5																			
outlook integrate google calendar	RON	50	0%	0%	Low	0																			
outlook mac add google calendar	RON	50	0%	0%	Low	0																			
outlook mobile contacts sync	RON	50	0%	0%	Low	0																			
outlook not syncing with gmail calendar	RON	50	0%	0%	Low	0																			
outlook plugin google calendar	RON	50	0%	-100%	Unknown																				
outlook show gmail calendar	RON	50	0%	0%	Low	0																			
outlook show google calendar	RON	50	0%	0%	Low	1																			
outlook sync accounts	RON	50	-100%	-100%	Unknown																				
outlook sync app	RON	500	0%	0%	Low	1	7.54	16.94																	
outlook sync calendar between accounts	RON	50	0%	0%	Low	2																			
outlook sync calendar multiple accounts	RON	50	0%	0%	Low	7																			
outlook sync calendar to google	RON	500	0%	-90%	Low	16	7.64	22.95																	
outlook sync download	RON	50	0%	0%	Low	0																			
outlook sync tool	RON	50	0%	0%	Low	2																			
outlook synch	RON	500	0%	0%	Low	1																			
outlook synchronization settings	RON	500	0%	0%	Low	0																			
outlook synchronizer	RON	500	0%	0%	Low	1	7.54	16.94																	
outlook will not sync with gmail	RON	50	0%	0%	Low	1																			
outlook4gmail download	RON	50	0%	0%	Low	0																			
outsource it development	RON	500	0%	-90%	Low	5	100.14	590.57																	
outsourcing web development services	RON	500	900%	0%	Low	1	51.35	2564.77																	
pc sync calendar	RON	50	0%	0%	Low	0																			
phone calendar not syncing	RON	50	0%	0%	Low	1																			
phone calendar not syncing with outlook	RON	500	900%	0%	Low	0																			
php and python which is better	RON	50	0%	0%	Unknown																				
php app development company	RON	500	900%	0%	Low	0																			
php e python	RON	50	0%	-100%	Unknown																				
php faster than python	RON	50	-100%	-100%	Unknown																				
php laravel symfony	RON	50	0%	-100%	Unknown																				
popular software developers	RON	50	0%	0%	Low	14																			
practice tdd	RON	50	0%	0%	Low	5																			
prepare srs document for software	RON	0	0%	0%	Unknown																				
program do epub	RON	50	-100%	-100%	Unknown																				
program for epub files	RON	50	0%	0%	Low	6																			
program to open epub	RON	50	0%	0%	Low	6																			
program to open epub files	RON	50	0%	0%	Low	6																			
programming in iot	RON	50	∞	0%	Low	0																			
programming language used in iot	RON	50	∞	0%	Low	0																			
programming languages statistics	RON	500	0%	0%	Low	1																			
programming languages used in iot	RON	50	∞	0%	Low	0																			
progressive web app development company in india	RON	50	-100%	-100%	Unknown																				
progressive web app development services	RON	500	0%	0%	Low	0																			
progressive web app what is	RON	5000	0%	0%	Low	5	5.17	29.83																	
project srs	RON	50	0%	0%	Low	0																			
project srs document	RON	50	0%	-100%	Unknown																				
pros and cons of android and ios	RON	50	0%	0%	Low	0																			
pwa app development company	RON	50	0%	-90%	Low	0																			
pwa development companies	RON	500	0%	0%	Low	1																			
pwa development services	RON	500	0%	0%	Low	2																			
qt android ios	RON	50	∞	0%	Low	0																			
qt mobile app	RON	5000	-90%	0%	Low	5	2.27	7.43																	
react and flutter	RON	50	0%	0%	Low	5																			
react app development company	RON	50	0%	0%	Low	2																			
react in flutter	RON	50	-100%	-100%	Unknown																				
react js development company in usa	RON	50	0%	-90%	Low	0																			
react js software development company	RON	500	0%	-90%	Low	0																			
react js web development company	RON	500	900%	0%	Low	1																			
react js web development services	RON	500	900%	0%	Low	1																			
react native atau flutter	RON	50	0%	-100%	Unknown																				
react native better than flutter	RON	50	0%	0%	Low	14																			
react native is better than flutter	RON	50	∞	0%	Low	0																			
react native to flutter	RON	50	∞	0%	Low	11																			
react native with flutter	RON	50	0%	0%	Low	0																			
react to flutter	RON	50	0%	0%	Low	4																			
react web development services	RON	50	0%	-90%	Low	0																			
react with flutter	RON	50	0%	0%	Low	7																			
reactjs development companies	RON	5000	900%	0%	Low	4	101.96	283.87																	
reactjs development company usa	RON	50	0%	0%	Low	0																			
read an epub file	RON	500	0%	0%	Low	6	0.68	7.07																	
reader epub windows	RON	5000	0%	0%	Low	0																			
readera epub	RON	50	0%	0%	Low	3																			
requirement specification in software project management	RON	50	-100%	-100%	Unknown																				
reverse engineering in android	RON	50	0%	0%	Low	3																			
roles in sdlc	RON	50	0%	0%	Low	1																			
roles in software development life cycle	RON	50	0%	0%	Low	1																			
scand com	RON	50	0%	0%	Low	1																			
sdlc roles and responsibilities	RON	50	0%	0%	Low	0																			
sdlc team members roles and responsibilities	RON	50	0%	-100%	Unknown																				
search skype chat history	RON	50	0%	-100%	Unknown																				
see gmail calendar in outlook	RON	50	0%	0%	Low	0																			
see google calendar in outlook	RON	500	0%	0%	Low	1																			
see my google calendar in outlook	RON	50	0%	0%	Low	0																			
see my outlook calendar in google	RON	50	0%	0%	Low	3																			
see outlook calendar in google calendar	RON	50	0%	-90%	Low	0																			
see outlook in google calendar	RON	500	0%	0%	Low	1																			
see your google calendar in outlook	RON	50	-90%	-90%	Low	0																			
send outlook calendar to google	RON	50	0%	0%	Low	0																			
send outlook calendar to google calendar	RON	50	0%	0%	Low	4																			
set up google calendar in outlook	RON	50	0%	0%	Low	0																			
share google contacts with outlook	RON	50	0%	0%	Low	21																			
share o365 calendar with gmail	RON	50	0%	0%	Low	0																			
share work outlook calendar with google	RON	50	0%	0%	Low	4																			
shared google calendar in outlook	RON	500	0%	-90%	Low	3	4.93	26.41																	
sharing an outlook calendar with google calendar	RON	500	0%	-90%	Low	3	4.93	26.41																	
sharing gmail calendar with outlook	RON	500	0%	0%	Low	1																			
sharing outlook calendar to google calendar	RON	500	0%	0%	Low	1																			
sharing outlook calendar with google calendar	RON	500	0%	-90%	Low	3	4.93	26.41																	
show gmail calendar in outlook	RON	50	0%	0%	Low	0																			
show gmail contacts in outlook	RON	50	0%	0%	Low	6																			
show google calendar in outlook	RON	500	0%	0%	Low	3	2.28	8.78																	
show office 365 calendar in google calendar	RON	50	0%	0%	Low	0																			
show outlook calendar in google calendar	RON	50	0%	0%	Low	2																			
show outlook events in google calendar	RON	50	0%	0%	Low	0																			
skype backup	RON	50	0%	-90%	Low	0																			
skype chat history download	RON	50	0%	0%	Low	0																			
skype database	RON	50	0%	0%	Low	0																			
skype download chat history	RON	50	0%	-90%	Low	0																			
skype export	RON	500	0%	0%	Low	0																			
skype export chat history	RON	50	0%	-90%	Low	0																			
skype history chat	RON	500	0%	0%	Low	0																			
skype history log	RON	50	0%	0%	Low	0																			
skype message history	RON	500	0%	0%	Low	0																			
smart home programming language	RON	50	0%	∞	Low	0																			
software company outsourcing	RON	5000	900%	0%	Low	3	61.47	444.66																	
software customization process	RON	50	∞	0%	Low	0																			
software developer best companies	RON	50	0%	0%	Low	29																			
software developer technologies	RON	50	0%	0%	Low	2																			
software development advantages	RON	50	0%	0%	Low	0																			
software development dedicated team	RON	500	9900%	0%	Low	3	96.47	1111.66																	
software development trends 2021	RON	50	0%	0%	Low	0																			
software engineering srs	RON	500	0%	0%	Low	2	7.92	17.29																	
software engineering srs document	RON	50	∞	∞	Low	4																			
software epub	RON	500	0%	0%	Low	1																			
software for epub files	RON	50	0%	0%	Low	6																			
software it outsourcing	RON	500	900%	0%	Low	5	52.34	266.80																	
software outsourcing business	RON	50	0%	0%	Low	1																			
software outsourcing java	RON	50	0%	0%	Low	0																			
software outsourcing solutions	RON	50	900%	0%	Low	1																			
software projects outsourcing companies	RON	50	900%	0%	Low	0																			
software requirement and specification	RON	5000	900%	0%	Low	2	9.50	53.69																	
software requirement specification document in software engineering	RON	50	0%	0%	Low	5																			
software srs	RON	5000	900%	0%	Low	2	9.50	53.69																	
software to open epub files	RON	50	0%	0%	Low	6																			
software to read epub on windows	RON	5000	0%	0%	Low	0																			
specification software engineering	RON	50	0%	0%	Low	2																			
srs document of a project	RON	0	0%	0%	Unknown																				
srs document requirements	RON	50	-100%	-100%	Unknown																				
srs document software engineering	RON	50	0%	0%	Low	5																			
srs documentation	RON	500	900%	0%	Low	2	8.95	34.06																	
srs for	RON	50	0%	0%	Low	6																			
srs for software engineering project	RON	0	0%	0%	Unknown																				
srs in it project	RON	50	∞	0%	Low	7																			
srs in software development	RON	50	0%	0%	Low	2																			
srs in software engineering project	RON	0	0%	0%	Unknown																				
srs is	RON	50	0%	0%	Low	0																			
srs of any project	RON	50	-100%	-100%	Unknown																				
srs requirements	RON	5000	900%	0%	Low	2	9.50	53.69																	
srs requirements in software engineering	RON	50	0%	∞	Low	0																			
srs software requirement specification	RON	5000	900%	0%	Low	2	9.50	53.69																	
srs software requirements	RON	5000	900%	0%	Low	2	9.50	53.69																	
srs specification	RON	5000	900%	0%	Low	2	9.50	53.69																	
srs writing	RON	50	0%	0%	Low	2																			
subscribe google calendar to outlook	RON	500	0%	0%	Low	1																			
subscribe outlook calendar to google calendar	RON	50	0%	0%	Low	0																			
subscribe to a google calendar in outlook	RON	50	0%	0%	Low	3																			
subscribe to outlook calendar in google calendar	RON	500	0%	0%	Low	1																			
sw requirements specification	RON	500	0%	0%	Low	8	11.70	68.33																	
swift epub	RON	50	0%	0%	Low	0																			
symfony and laravel	RON	50	0%	0%	Low	0																			
symfony in laravel	RON	50	-100%	0%	Unknown																				
symfony laravel differences	RON	50	0%	-100%	Unknown																				
sync 2 gmail calendars	RON	50	0%	0%	Low	9																			
sync all google accounts	RON	50	0%	0%	Low	0																			
sync android calendar with google calendar	RON	50	0%	0%	Low	2																			
sync android google calendar with pc	RON	50	-100%	-100%	Unknown																				
sync calendar from outlook to google	RON	500	0%	-90%	Low	16	7.64	22.95																	
sync calendar google and outlook	RON	50	∞	0%	Low	14																			
sync calendar to google calendar	RON	500	0%	0%	Low	3	3.98	10.05																	
sync calendar with google	RON	500	0%	0%	Low	3	8.79	21.35																	
sync contacts across google accounts	RON	50	0%	0%	Low	0																			
sync contacts between 2 google accounts	RON	50	0%	0%	Low	0																			
sync contacts between google and outlook	RON	50	0%	0%	Low	18																			
sync contacts multiple google accounts	RON	50	-100%	-100%	Unknown																				
