Keyword Stats 2026-05-17 at 12_01_26
"April 1, 2025 - March 31, 2026"
Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026
windows os patching	RON	50	0%	0%	Low	30	95.56	441.55																	
security compliance solutions	RON	500	900%	0%	Low	3	20.23	148.52																	
best website for cyber security	RON	50	0%	0%	High	67	19.97	73.50																	
enterprise security suite	RON	50	0%	0%	Low	2																			
cyber security protectors	RON	500	0%	-90%	Low	12	31.61	141.65																	
security services in information security	RON	500	0%	-90%	Low	8	28.64	147.81																	
system and security	RON	50	0%	-90%	Low	31	16.08	71.81																	
open systems software	RON	50	0%	0%	Low	10	28.37	67.59																	
open source security testing	RON	50	0%	0%	Low	24																			
open source website scanner	RON	50	-90%	0%	Medium	51	23.55	112.55																	
cloud and cybersecurity	RON	50	0%	-90%	Low	22	38.35	144.16																	
security check tools	RON	50	0%	0%	Medium	40	14.07	142.11																	
open source network security	RON	50	0%	0%	Low	4																			
kernel patching in linux	RON	500	900%	900%	Low	6	47.32	102.66																	
centos security	RON	50	0%	0%	Low	1																			
saas security services	RON	50	0%	-90%	Low	8	80.66	394.24																	
information security vendors	RON	500	0%	-90%	Medium	34	48.35	221.44																	
linux in cyber security	RON	50	0%	0%	Low	0																			
cyber security solutions uk	RON	50	0%	0%	Low	0																			
cyber essentials renewal	RON	50	0%	-90%	Medium	49	12.39	47.24																	
open source software audit	RON	50	0%	-90%	Low	26	20.73	88.72																	
system vulnerability assessment	RON	50	0%	0%	Low	9	85.16	177.87																	
information secure	RON	5000	0%	0%	Low	21	19.97	87.82																	
patching compliance	RON	50	900%	900%	Low	9	42.74	336.87																	
open source security information management	RON	50	0%	0%	Medium	57																			
vulnerability test site	RON	50	0%	0%	Medium	43																			
vulnerability web	RON	500	0%	0%	Low	29	10.26	45.79																	
linux cve scanner	RON	50	0%	0%	Medium	33																			
explanation of cyber security	RON	50	0%	0%	Medium	36																			
patching the operating system	RON	50	∞	0%	Low	0																			
website security risks	RON	50	0%	0%	Low	10	14.05	38.84																	
cyber security register	RON	50	0%	0%	Medium	36	13.30	119.25																	
vulnerability fixes	RON	500	0%	0%	Low	19	36.24	163.95																	
pentest web server	RON	50	-100%	-100%	Unknown																				
search vulnerabilities	RON	50	0%	0%	Medium	52	16.99	89.29																	
kernel patching	RON	500	0%	0%	Low	7	35.62	227.06																	
define patch management	RON	500	0%	0%	Low	8	71.62	444.66																	
secure network company	RON	50	0%	0%	Low	29																			
saas threats	RON	50	0%	0%	Low	24																			
patch in security	RON	50	0%	-100%	Unknown																				
vulnerability reporting	RON	500	0%	0%	Low	27	31.80	98.52																	
cve vulnerability check	RON	50	∞	0%	High	71																			
security in cyber security	RON	50	0%	0%	Low	23																			
enterprise information security	RON	500	0%	0%	Low	11	34.57	133.17																	
continuous security	RON	50	0%	0%	Low	6	15.74	190.41																	
vulnerability mgmt	RON	50	0%	0%	Low	32	92.10	238.08																	
patch management team	RON	50	0%	0%	Low	0																			
zero vulnerability	RON	50	0%	0%	Low	3																			
cyber defense software	RON	50	0%	0%	Low	12	42.24	91.38																	
linux kernel security	RON	50	0%	0%	Low	6																			
network and network security	RON	50000	0%	0%	Low	7	22.07	91.15																	
download cyber security	RON	50	0%	0%	Medium	43	74.39	111.77																	
patching schedule	RON	500	0%	0%	Low	6	93.28	187.98																	
patch remediation	RON	50	0%	0%	Low	33	70.03	110.07																	
sla vulnerability management	RON	50	0%	0%	Low	6																			
cyber risk tools	RON	50	0%	0%	High	71	51.05	108.23																	
cyber security os	RON	50	0%	0%	Low	18	16.04	59.10																	
cloud software security	RON	500	0%	0%	Low	2	59.18	176.72																	
patching and updates	RON	50	0%	0%	Low	22																			
cyber patching	RON	500	0%	0%	High	75	4.05	140.70																	
vulnerability management roles	RON	50	0%	0%	Low	24	8.65	43.89																	
cybersecurity wiki	RON	500	0%	0%	Low	2	11.48	84.75																	
security source	RON	500	0%	0%	Low	7	14.02	98.19																	
cyber essentials support	RON	50	0%	-90%	Low	20	50.77	199.67																	
trust cybersecurity	RON	50	0%	0%	Low	23																			
explain network security	RON	500	0%	0%	Low	1	10.20	36.78																	
patching updates	RON	500	0%	0%	Low	2	35.25	84.84																	
security support	RON	500	0%	0%	Low	17	27.26	155.72																	
cyber security sector	RON	5000	900%	0%	Low	15	22.54	99.74																	
vulnerability check for website	RON	50	0%	0%	Medium	59	31.52	133.40																	
network and it security	RON	500	0%	-90%	Low	5	20.62	73.02																	
cloudlinux kernelcare	RON	50	0%	0%	Low	3																			
cyber security sources	RON	50	0%	0%	Low	28	18.72	45.00																	
network security software tools	RON	50	0%	0%	Medium	34	39.20	89.90																	
inside cybersecurity	RON	500	0%	0%	Low	5	31.13	161.25																	
web security test online	RON	50	0%	0%	Medium	60	19.20	70.16																	
patch management compliance	RON	50	0%	0%	Low	3																			
it security for companies	RON	500	0%	-90%	Low	20	44.45	169.84																	
cyber security in networking	RON	50	0%	0%	Low	29																			
vulnerability handling	RON	50	0%	0%	Low	26																			
web page security	RON	50	0%	0%	Low	13	38.21	93.78																	
it security applications	RON	500	900%	0%	Low	10	52.35	249.46																	
security patch management software	RON	50	0%	0%	Low	5																			
software security patches	RON	50	0%	0%	Medium	53																			
manage software updates	RON	50	0%	0%	Low	7	74.32	409.85																	
security patches and updates	RON	50	0%	0%	Low	24																			
email vulnerabilities	RON	50	0%	0%	Low	4																			
it security team	RON	500	0%	-90%	Low	12	16.90	87.78																	
companies that specialize in cyber security	RON	50	0%	0%	Low	29																			
website security threats	RON	50	0%	-90%	Low	7	13.27	46.75																	
network in cyber security	RON	50	0%	-90%	Low	32	13.56	51.63																	
learn about network security	RON	50	0%	-90%	Low	23	11.02	39.75																	
security for companies	RON	50	0%	0%	Medium	43	43.97	239.91																	
system patch update	RON	50	∞	0%	Medium	57																			
os patching in linux step by step	RON	50	-100%	-100%	Unknown																				
cyber security journey	RON	50	0%	0%	Low	31	2.53	14.07																	
windows vulnerability	RON	500	0%	0%	Low	4																			
cyber security i	RON	50	0%	0%	Low	23	23.74	67.32																	
real security company	RON	50	0%	0%	Low	24																			
vulnerability in management	RON	50	0%	0%	Medium	33																			
software updates and patches	RON	50	0%	0%	Low	15	105.60	212.66																	
application security lifecycle	RON	50	0%	-90%	Low	16	45.13	3443.93																	
security software enterprise	RON	500	0%	0%	Low	14	81.20	343.17																	
cyber security in web development	RON	50	∞	0%	Low	7																			
linux and cyber security	RON	50	0%	0%	Medium	36																			
cloud patch management tools	RON	50	0%	0%	Low	0																			
testing in cyber security	RON	50	0%	0%	Medium	48																			
perform vulnerability assessment	RON	50	0%	0%	Low	18																			
redhat live patching	RON	50	0%	0%	Low	13																			
best linux os for cyber security	RON	50	0%	0%	Low	3																			
tools for cloud security	RON	50	0%	0%	Low	23																			
security scanner software	RON	500	0%	-90%	Medium	35	58.00	261.64																	
security stack	RON	500	0%	0%	Low	16	29.18	118.29																	
continuous patching	RON	50	0%	0%	High	80	61.63	145.83																	
rhel live kernel patching	RON	50	0%	0%	Low	2																			
network security posture	RON	50	0%	0%	Low	1																			
python security tools	RON	50	0%	0%	Low	4	16.36	44.47																	
patching sla	RON	50	0%	0%	Low	31																			
palo alto security services	RON	50	0%	0%	Medium	43																			
new security tools	RON	50	0%	0%	High	86																			
explain about cyber security	RON	50	0%	-100%	Unknown																				
vulnerability checks	RON	500	0%	0%	Medium	34	39.42	139.46																	
os patch update	RON	50	0%	0%	Low	10																			
saas in cyber security	RON	50	0%	-90%	Low	30	110.33	333.50																	
automated patch management system	RON	50	0%	0%	Low	18																			
redhat live kernel patching	RON	50	0%	0%	Low	27																			
product cybersecurity	RON	50	0%	0%	Low	27	20.84	78.90																	
enterprise patch	RON	50	0%	0%	Low	23	34.51	295.74																	
patch management audit	RON	50	0%	0%	Low	3																			
cyber security search	RON	50	0%	900%	Low	29	25.48	62.33																	
security product	RON	500	0%	-90%	Medium	37	10.00	67.99																	
understanding network security	RON	50	0%	0%	Low	11	8.69	35.86																	
tanium vulnerability	RON	50	0%	0%	Low	20																			
cloud security compliance tools	RON	50	0%	0%	Low	0																			
linux and security	RON	500	0%	0%	Low	7	24.49	63.36																	
risk of using open source software	RON	50	0%	0%	Low	19																			
supply chain cyber threats	RON	50	0%	0%	Low	11																			
cve s	RON	50	0%	0%	Low	0																			
remote worker security	RON	500	0%	-90%	Low	2	23.49	63.99																	
server security tools	RON	50	0%	0%	Low	14																			
cyber new	RON	50	0%	0%	Low	21	4.67	18.50																	
security and compliance software	RON	500	900%	0%	Low	11	77.01	228.72																	
cyber security services provider	RON	5000	900%	0%	Low	5	64.25	228.09																	
definition cybersecurity	RON	5000	0%	0%	Low	4	12.30	58.65																	
cyber security s	RON	50	0%	0%	Medium	34	31.48	113.89																	
patch management system open source	RON	50	∞	0%	High	86																			
ai vulnerabilities	RON	500	0%	900%	Medium	46	24.50	64.65																	
ubuntu security scanner	RON	50	0%	0%	Medium	38	21.05	63.18																	
cyber security why	RON	500	0%	0%	Low	7	22.16	76.70																	
http vulnerabilities	RON	50	0%	0%	Low	9	10.17	35.11																	
network security websites	RON	50	0%	-90%	Low	10	18.71	36.28																	
website security expert	RON	50	0%	0%	Low	5																			
vulnerability management team	RON	50	0%	0%	Low	9																			
secure software lifecycle	RON	50	0%	0%	Low	13																			
software security test	RON	500	0%	0%	Low	6	35.04	190.63																	
software end of life	RON	500	0%	-90%	Low	1	61.19	231.60																	
rhel patches	RON	50	900%	900%	Low	22	61.10	204.80																	
best vulnerability management	RON	50	0%	0%	Low	8																			
cve patching	RON	500	900%	0%	Low	17	38.94	187.16																	
assurance cyber security	RON	50	0%	0%	Low	33	15.71	59.42																	
cyber security page	RON	50	0%	0%	Medium	63	9.34	25.26																	
linux protection	RON	50	0%	0%	Low	9																			
security protected	RON	500	0%	-90%	Low	30	18.74	106.72																	
latest security attacks	RON	50	0%	0%	Low	6																			
cve test	RON	50	0%	0%	Low	15	12.44	58.47																	
security teams	RON	500	0%	0%	Low	16	16.16	102.91																	
security in cyberspace	RON	50	∞	0%	Low	0																			
latest threats	RON	50	0%	0%	Low	25	3.39	16.66																	
secure it company	RON	50000	0%	0%	Low	17	33.75	115.89																	
cyber saas	RON	50	0%	0%	Low	30																			
audit in cyber security	RON	50	900%	0%	Low	11	17.02	93.29																	
linux operating system security	RON	50	0%	0%	Low	11																			
cyber essentials patching	RON	50	0%	0%	Medium	43	9.91	57.17																	
the cyber security	RON	50	0%	0%	Low	31	9.98	63.15																	
cyber server	RON	50	0%	0%	Low	10	27.84	60.12																	
cyber security brand	RON	500	0%	0%	Medium	37	19.69	80.04																	
cyber essentials patch management	RON	50	0%	0%	Medium	44	31.25	124.20																	
software secure	RON	500	0%	-90%	Low	20	18.85	83.20																	
security and vulnerability testing	RON	50	0%	0%	Medium	55	37.80	242.41																	
linux security check	RON	50	0%	0%	High	86																			
linux network security	RON	50	0%	0%	Low	16	22.84	85.63																	
security lifecycle management	RON	50	0%	0%	Low	5	45.95	133.95																	
cve software	RON	500	0%	0%	Low	15	11.43	42.49																	
enterprise security products	RON	50	900%	900%	Low	1																			
patching in server	RON	50	-100%	-100%	Unknown																				
cyber essentials patching requirements	RON	50	0%	0%	Medium	35	7.19	25.57																	
internet security linux	RON	50	0%	0%	High	69	2.81	27.72																	
tools required for cyber security	RON	50	0%	0%	Medium	50																			
security in web development	RON	50	0%	-90%	Low	8	21.92	79.75																	
linux solutions	RON	50	0%	0%	Low	2																			
linux security vulnerabilities	RON	50	0%	0%	Low	12	13.32	48.99																	
iot security company	RON	50	0%	0%	Low	3																			
redhat patch	RON	50	0%	0%	Medium	34	44.61	145.62																	
kernel cyber security	RON	50	0%	0%	Low	14	16.81	68.22																	
linux security services	RON	50	0%	0%	Medium	36																			
it security and cyber security	RON	50	0%	0%	Low	1																			
linux os security	RON	500	0%	0%	Low	7	24.49	63.36																	
unpatched software	RON	500	0%	0%	Low	6	48.87	140.70																	
security vulnerability software	RON	500	900%	0%	Low	10	62.46	233.45																	
software eol	RON	500	0%	-90%	Low	1	61.19	231.60																	
security software vendors	RON	50	0%	0%	Low	14																			
linux security update	RON	50	0%	0%	Low	4																			
end to end cyber security	RON	50	0%	0%	Low	2																			
cve website	RON	500	0%	0%	Low	14	11.66	38.86																	
end security	RON	50	0%	0%	Low	19	55.85	144.29																	
linux security threats	RON	50	0%	0%	Low	2																			
it security cybersecurity	RON	50	0%	-90%	Low	22	36.93	131.76																	
cve vulnerability search	RON	500	0%	0%	Low	10	12.24	67.38																	
information security and compliance	RON	500	0%	-90%	Low	10	21.97	145.09																	
search for vulnerabilities	RON	50	0%	0%	Medium	52	16.99	89.29																	
web security monitoring	RON	50	0%	0%	Low	11	22.77	134.61																	
test security website online	RON	5000	0%	0%	Medium	51	11.82	48.91																	
linux kernel vulnerability	RON	50	0%	0%	Low	1																			
cyber essentials online	RON	50	0%	0%	Medium	64	16.78	129.44																	
it security updates	RON	50	0%	0%	Low	7																			
cyber security solutions inc	RON	50	0%	0%	Medium	43																			
information security assessments	RON	500	0%	0%	Low	8	36.39	190.01																	
exploits in cyber security	RON	500	0%	0%	Low	3	7.96	38.89																	
different cloud security services	RON	50	0%	0%	Low	0																			
free security audit	RON	50	0%	0%	Medium	51	13.20	107.88																	
security help	RON	500	0%	0%	Low	12	23.66	80.95																	
cyber security full information	RON	50	0%	-100%	Unknown																				
website exploits	RON	500	0%	0%	Low	5	12.37	69.08																	
information security book	RON	5000	0%	-90%	High	93	7.60	44.56																	
security vulnerability remediation	RON	50	900%	0%	Low	6	60.07	161.98																	
server patch update	RON	50	-100%	-100%	Unknown																				
information security applications	RON	500	900%	0%	Low	10	52.35	249.46																	
website hardening	RON	50	0%	0%	Low	16	29.10	188.21																	
cyber security server	RON	50	0%	0%	Medium	55	29.38	81.69																	
specialist cyber security	RON	50	0%	0%	Medium	46	1.24	26.76																	
cve linux	RON	500	-90%	-90%	Low	4	12.58	32.48																	
free cyber	RON	50	0%	0%	Low	16	8.98	51.72																	
cyber security exploits	RON	50	0%	0%	Low	17	21.79	62.09																	
operating system cyber security	RON	50	0%	0%	Medium	33																			
vulnerability control	RON	50	0%	0%	Medium	55	33.90	185.07																	
oss risks	RON	50	0%	0%	Low	4																			
cyber security protects	RON	50	0%	0%	Low	14	10.49	44.47																	
web threats	RON	500	0%	-90%	Low	17	12.23	41.58																	
vulnerabilities in operating systems	RON	50	0%	0%	Low	14																			
secure debian server	RON	50	0%	0%	Low	17																			
oss cybersecurity	RON	50	0%	0%	Low	2																			
best linux distro for security	RON	50	900%	0%	Low	6	13.63	63.81																	
cyber updates	RON	50	0%	0%	Low	24	18.63	49.89																	
security terminology	RON	500	0%	0%	Low	6	5.34	29.84																	
recent linux vulnerabilities	RON	50	0%	0%	Low	17																			
secure open	RON	50	0%	0%	Low	4																			
fix security	RON	50	0%	-90%	Low	3																			
cyber security all about	RON	50	-100%	-100%	Unknown																				
eol linux	RON	50	0%	0%	Low	4																			
www cyber security	RON	50	0%	0%	Medium	51	17.26	51.55																	
secure linux operating system	RON	500	0%	0%	Low	7	24.49	63.36																	
patch cve	RON	50	∞	0%	Low	0																			
security oss	RON	500	0%	0%	Low	10	4.89	22.01																	
everything about cybersecurity	RON	50	0%	0%	Medium	59	13.07	55.60																	
open source software scanner	RON	500	0%	0%	Low	7	6.68	25.70																	
web and cloud security	RON	500	0%	0%	Low	1	7.06	61.63																	
kernel vulnerability	RON	50	0%	0%	Low	1																			
cyber security operating system	RON	50	0%	0%	Low	12																			
unpatched vulnerabilities	RON	50	0%	0%	Low	12	36.29	107.15																	
network security server	RON	50	0%	0%	Low	4																			
security 2023	RON	50	0%	∞	Low	0																			
best security os	RON	50	0%	0%	Low	1																			
enterprise linux security	RON	50	0%	0%	High	86																			
linux distro for security	RON	500	0%	0%	Low	7	12.31	61.40																	
linux exploits	RON	50	0%	0%	Low	2																			
cyber security and	RON	50	0%	0%	Low	8																			
network security is	RON	50	0%	0%	Low	0																			
best linux security	RON	50	0%	0%	Low	4																			
network protection system	RON	50	0%	0%	Medium	60																			
network security documentation	RON	50	0%	0%	Medium	34																			
information security components	RON	50	0%	0%	Low	2																			
cyber essentials plus patching requirements	RON	50	0%	0%	Medium	62	9.20	63.44																	
best cyber security linux distro	RON	50	0%	0%	Low	3																			
security distro	RON	500	0%	0%	Low	10	17.42	83.11																	
os for security	RON	50	0%	0%	Low	14																			
open source software security tools	RON	500	0%	0%	Low	6	14.94	71.35																	
operating system for cyber security	RON	50	0%	0%	Low	21																			
operating systems and security	RON	500	0%	0%	Low	11	19.15	62.48																	
latest linux vulnerabilities	RON	50	0%	0%	Low	17																			
çyber security	RON	500	0%	0%	Low	23	16.19	88.50																	
system security in operating system	RON	50	-100%	-100%	Unknown																				
new cve vulnerability	RON	50	0%	0%	Medium	49	13.97	47.55																	
layering in cyber security	RON	50	0%	0%	Low	18	23.91	57.40																	
security and compliance management	RON	500	0%	0%	Low	4	32.99	89.47																	
security text	RON	5000	0%	0%	Low	2	7.54	66.70																	
best linux security tools	RON	50	0%	0%	Low	26	24.37	54.42																	
linux os for security	RON	500	0%	0%	Low	7	24.49	63.36																	
best linux distros for security	RON	50	0%	0%	Low	4																			
os security in cyber security	RON	50	-100%	0%	Unknown																				
cyber security english	RON	50	0%	0%	Low	22																			
in cyber security	RON	500	0%	0%	Low	5	31.13	161.25																	
cyber attack solutions	RON	50	0%	0%	Low	8	38.24	155.63																	
rhel security patches	RON	50	0%	0%	Medium	38																			
it software security	RON	50	∞	0%	Low	14																			
information security vulnerabilities	RON	500	900%	0%	Low	6	10.56	63.10																	
cyber security latest	RON	50	0%	0%	Medium	44	20.62	95.06																	
os vulnerabilities	RON	50	0%	-90%	Low	8	16.74	43.15																	
website security attacks	RON	50	0%	0%	Low	0																			
linux security advisories	RON	50	0%	0%	Low	0																			
vulnerability governance	RON	50	0%	0%	Medium	44	49.67	100.05																	
vulnerability compliance	RON	50	0%	0%	Low	10																			
website security compliance	RON	50	0%	0%	Low	21	73.77	158.02																	
security notes	RON	500	0%	0%	Low	7	1.58	29.94																	
protection secure	RON	5000	0%	0%	Low	13	9.42	75.59																	
cyber security in companies	RON	50000	0%	0%	Low	17	33.75	115.89																	
suse security	RON	50	0%	0%	Low	31	9.95	51.98																	
rocky linux security updates	RON	50	0%	0%	Medium	35	13.83	51.10																	
open source security audit	RON	50	0%	0%	Low	22																			
ubuntu cyber security	RON	50	0%	0%	Low	1																			
open source application security	RON	50	0%	0%	Low	0																			
security vulnerability check	RON	50	0%	0%	Medium	55	37.80	242.41																	
critical patches	RON	50	0%	0%	Low	8																			
site vulnerability test	RON	50	∞	0%	High	74	30.58	90.05																	
software and security	RON	50	0%	0%	Low	3																			
common website attacks	RON	50	0%	0%	Low	20	18.19	112.63																	
vulnerability cyber	RON	500	0%	0%	Low	10	13.06	50.91																	
best cyber security os	RON	50	0%	0%	Low	18	5.75	135.80																	
system cyber security	RON	50	0%	0%	Low	20	19.61	46.89																	
security and vulnerability	RON	5000	900%	0%	Low	4	13.76	52.50																	
vulnerability in software	RON	500	0%	0%	Low	7	13.40	47.85																	
hardened os	RON	500	0%	0%	Low	7	22.37	67.64																	
system security tools	RON	50	0%	0%	Low	10																			
cyber websites	RON	500	0%	0%	Low	27	12.01	37.78																	
best web scanner	RON	500	900%	0%	Low	25	54.05	325.57																	
vulnerability site	RON	500	0%	0%	Low	29	10.26	45.79																	
windows os vulnerabilities	RON	50	0%	0%	Low	2																			
virtual patching palo alto	RON	50	0%	0%	Medium	38																			
vulnerability definition in cyber security	RON	50	0%	0%	Low	0																			
cloud services and security	RON	5000	900%	0%	Low	6	59.81	157.59																	
security vulnerability mitigation	RON	50	0%	0%	Medium	43																			
cyber security control	RON	500	0%	0%	Low	18	15.01	53.16																	
linux application whitelisting	RON	50	0%	0%	Low	31	247.46	3443.93																	
cve remediation	RON	500	900%	900%	Low	10	55.59	194.05																	
tanium patch module	RON	50	0%	0%	Medium	45	57.18	177.87																	
it security vulnerability	RON	500	900%	0%	Low	6	10.56	63.10																	
linux eol	RON	50	0%	0%	Low	1																			
3 vulnerabilities	RON	50	0%	0%	Low	10																			
cloud security website	RON	50	0%	0%	Medium	42	57.43	123.26																	
linux end of life	RON	50	0%	0%	Low	6																			
debian security tools	RON	50	0%	0%	Medium	52																			
linux cyber	RON	50	0%	0%	Low	2																			
linux security expert	RON	50	0%	0%	Low	14																			
vulnerabilities of cyber security	RON	50	0%	0%	Medium	33																			
tanium patch deployment	RON	50	0%	0%	Medium	33																			
vulnerability cyber security definition	RON	50	0%	0%	Low	0																			
vulnerability of cyber security	RON	50	0%	-100%	Unknown																				
protection in cyber security	RON	50	0%	0%	Medium	35	13.94	117.66																	
linux attacks	RON	50	0%	0%	Low	5																			
protection and security in operating system	RON	50	0%	0%	Low	5																			
sla for vulnerability management	RON	50	∞	0%	Low	0																			
securing a web server	RON	500	0%	0%	Low	14	27.98	111.17																	
threats to operating systems	RON	50	0%	0%	Low	13	14.93	34.11																	
centos 7 security updates	RON	50	0%	0%	Medium	43																			
cloud security and cyber security	RON	50	∞	0%	Medium	50																			
network security platforms	RON	500	0%	-90%	Low	2																			
open systems security	RON	50	0%	0%	Medium	43																			
operating system threats	RON	50	0%	0%	Low	13	14.93	34.11																	
software vulnerability tools	RON	5000	900%	0%	Low	8	75.37	327.74																	
hardened operating system	RON	500	0%	0%	Low	7	22.37	67.64																	
advisory cyber security	RON	50	0%	0%	Medium	50																			
open cyber security	RON	50	0%	0%	Low	0																			
web sec	RON	5000	0%	0%	Low	20	19.59	85.78																	
cyber security linux distro	RON	50	0%	0%	Low	8																			
cloud cyber	RON	50	0%	0%	Low	22	31.28	88.04																	
centos security updates	RON	50	0%	0%	Low	7																			
exploits and vulnerabilities	RON	50	0%	0%	Low	4																			
software supply chain security solution	RON	500	900%	0%	Low	0																			
run security	RON	500	0%	-90%	Low	20	17.39	60.12																	
security systems software	RON	50	900%	0%	Low	8	19.69	112.66																	
linux penetration testing tools	RON	50	0%	0%	Medium	43	14.54	53.38																	
key vulnerabilities	RON	50	0%	0%	Low	6																			
information security auditing	RON	5000	900%	0%	Low	7	20.04	133.40																	
secure compliance solutions	RON	500	900%	0%	Low	3	20.23	148.52																	
cyber controls	RON	500	0%	0%	Low	7	14.71	71.68																	
security exploits	RON	500	0%	-90%	Low	1																			
linux security suite	RON	50	0%	0%	Low	23																			
linux testing tools	RON	50	0%	0%	Low	18																			
rocky linux security	RON	50	0%	0%	Low	10																			
vulnerabilities in applications	RON	50	0%	0%	Unknown																				
ubuntu security	RON	500	0%	0%	Low	3	4.43	34.54																	
all about network security	RON	50	0%	0%	High	86																			
vulnerability updates	RON	50	0%	0%	Low	22																			
latest web vulnerabilities	RON	50	0%	0%	Low	29																			
os security and protection	RON	50	0%	0%	Low	5																			
10 security	RON	50	0%	0%	Low	10																			
online network security	RON	50	-100%	-100%	Unknown																				
vulnerability exploits	RON	50	0%	-90%	Low	5	22.08	45.63																	
server vulnerabilities	RON	50	0%	0%	Low	11																			
server security services	RON	50	0%	0%	Low	3																			
threat and vulnerability management software	RON	50	0%	0%	Low	0																			
software exploits	RON	50	900%	0%	Low	5	13.98	70.40																	
risk and vulnerability management	RON	50	0%	0%	Low	14																			
cve open source	RON	50	0%	0%	Low	3																			
cve fix	RON	50	0%	0%	Low	12																			
software security services	RON	50	0%	-90%	Low	21	19.72	114.83																	
security available	RON	50	-90%	0%	Low	15	5.68	58.33																	
vulnerability sla	RON	50	0%	0%	Low	11	14.18	97.22																	
software protection tools	RON	50	0%	0%	Low	0																			
well known vulnerabilities	RON	50	0%	0%	Medium	33																			
network security it	RON	500	0%	-90%	Low	10	21.59	76.58																	
operating system attacks in cyber security	RON	50	-100%	-100%	Unknown																				
python web security	RON	50	0%	0%	Low	10																			
security in information security	RON	5000	0%	0%	Low	21	19.97	87.82																	
network security risk	RON	50	0%	-90%	Low	4	10.00	44.47																	
all web vulnerabilities	RON	50	0%	0%	High	71																			
centos extended support	RON	50	0%	0%	Low	25																			
security documentation	RON	500	0%	0%	Low	15	20.96	90.22																	
open source scanners	RON	500	900%	0%	Low	5	17.30	82.14																	
open web security	RON	50	900%	0%	Low	3	9.00	46.96																	
open source cve	RON	50	0%	0%	Low	6																			
security libraries	RON	500	0%	0%	Low	0																			
software security book	RON	50	0%	0%	Medium	62																			
system of security	RON	50	-100%	-100%	Unknown																				
managing cybersecurity	RON	500	0%	-90%	Low	7	64.56	200.10																	
remediation it security	RON	50	0%	0%	Low	0																			
cve definition	RON	500	0%	0%	Low	1																			
common vulnerabilities and exploits	RON	50	0%	0%	Low	22																			
recent software vulnerabilities	RON	50	0%	0%	Low	0																			
software cyber	RON	50	0%	0%	Low	29																			
secure it security	RON	50	0%	0%	Low	28	12.90	46.02																	
cve meaning	RON	5000	0%	0%	Low	1	6.93	126.64																	
information security is about	RON	50	0%	0%	Low	0																			
web security risks	RON	50	0%	0%	Low	10	14.05	38.84																	
common vulnerabilities	RON	500	0%	0%	Low	15	17.12	54.79																	
security posture check	RON	50	0%	0%	Low	5																			
python cve	RON	50	900%	900%	Low	3	13.51	51.51																	
rhel vulnerabilities	RON	50	0%	0%	Low	19																			
it security lifecycle	RON	50	0%	0%	Low	0																			
sites security	RON	5000	0%	0%	Low	32	22.35	102.27																	
hardened security	RON	500	0%	0%	Low	7	20.90	75.00																	
the information security	RON	50	0%	0%	Low	20																			
rhel security updates	RON	50	0%	0%	Low	8																			
need for security in information security	RON	50	0%	-90%	Low	5	16.49	44.47																	
web cve	RON	50	0%	0%	Medium	38																			
posture security	RON	50	0%	0%	Low	25	46.31	216.77																	
security tools in information security	RON	50	900%	0%	Low	6	34.51	93.80																	
software security software	RON	5000	-90%	0%	High	96	11.12	97.19																	
recent cve vulnerabilities	RON	50	0%	0%	Low	27	13.56	36.24																	
learn linux security	RON	50	0%	0%	Low	0																			
linux distro for security testing	RON	50	0%	0%	Low	21																			
linux for security testing	RON	50	0%	0%	Low	24																			
protection & security	RON	50	0%	0%	Low	13	7.44	50.70																	
cve critical vulnerability	RON	50	0%	0%	Low	16	18.10	66.23																	
cyber security cve	RON	50	0%	0%	Low	9	5.08	51.02																	
cloud cve	RON	50	0%	0%	Low	2																			
cve latest	RON	500	0%	0%	Low	25	13.61	38.95																	
device vulnerabilities	RON	50	0%	0%	Low	29																			
security through	RON	50	0%	0%	Low	0																			
cve in networking	RON	50	0%	0%	Low	4																			
cve in security	RON	50	0%	0%	Low	4																			
open vulnerability	RON	50	0%	0%	Low	17	30.23	138.48																	
cve solutions	RON	50	0%	0%	Low	9																			
security dev	RON	500	0%	0%	Low	5	19.53	125.97																	
vulnerability in server	RON	50	0%	-100%	Unknown																				
tanium vulnerabilities	RON	50	0%	0%	Low	20																			
definition of cve	RON	50	0%	0%	Low	3																			
it & information security	RON	50	0%	-90%	Low	3																			
network security updates	RON	50	0%	0%	Low	17																			
vulnerability advisory	RON	50	0%	0%	Medium	59	17.96	85.88																	
new cyber threat	RON	50	0%	0%	Medium	54	10.01	60.30																	
need of security in information security	RON	50	-100%	-100%	Unknown																				
vulnerability risk	RON	500	0%	0%	Low	4	9.55	23.75																	
alma linux fips	RON	50	0%	0%	Low	3																			
open security inc	RON	50	0%	0%	Low	13																			
security enhancement	RON	50	0%	-90%	Low	9	21.83	85.15																	
